,PKMuestreo,FechaMuestreo,IDPiscina,PesoPromedio,KilosAlimento,IDAlimento,PKPiscina,NombrePiscina,pondName,mlResultWeightCv,PkTipAlim,Activo,CodTipAlim,TamAlim,ProtAlim,USDAlim,feed_cost,FechaSiembra,FechaCosecha,FechaCosecha_join,CantidadSembrada,PKCiclo,Hectareas,days_from_last_monitoring,cycle_days,survival_updated_at,Supervivencia,PesoPromedio2,CantidadCosechada,biomass_harvested,VentaUSDReal,CantidadCosechada_cum,biomass_harvested_cum,stocked_minus_harvested,live_animals,live_biomass,cumulative_biomass,cumulative_biomass_diff,cumulative_biomass_diff_2weeks,weekly_fcr,cumulative_feed_2weeks,fcr_2weeks,kg/ha/day,cumulative_fcr,2week_FechaMuestreo,2week_PesoPromedio2,2week_growth_rate,1week_FechaMuestreo,1week_PesoPromedio2,1week_growth_rate,density_ha,density_ha_bin,biomass_ha,NombreProveedor,Codigo,Proceso,Descripcion,Proveedor,Especie,Origen,MnProveedor,VentaUSDReal_cum,feed_cost_cum,ABW,Entero/lb,Cola/lb,Entero/KG,Cola/KG,live_value_entero,live_value_cola,active_profit_entero,active_profit_entero_ha_day,active_profit_cola,active_profit_cola_ha_day
0,75024,2022-10-24,98,0.0,128.0,6,98,91,BG91,,6,1,1/2 35% PRO2,0.5,35,1.732,221.696,2022-10-17,2022-11-05,2022-11-05,1300000,3615,0.5,,7,,,0.0,0.0,0.0,0.0,0.0,0.0,1300000.0,,,,,,,,,36.6,,,,,,,,2600000.0,,,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,CORQ,0.0,221.696,,,,,,,,,,,
1,78776,2023-07-03,78,0.0,311.0,40,78,71,BG71,,40,1,1MM IG1,1.0,35,1.44,447.84,2023-06-17,2023-07-11,2023-07-11,1677700,3681,2.8,14.0,16,,,0.0,0.0,0.0,0.0,0.0,0.0,1677700.0,,,,,,,373.0,,15.9,,,,,2023-06-19,0.0,0.0,599179.0,>160k,,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,PUNK SP,0.0,555.2239999999999,,,,,,,,,,,
2,74564,2022-09-26,97,0.0,137.0,6,97,90,BG90,,6,1,1/2 35% PRO2,0.5,35,1.732,237.284,2022-09-15,2022-10-05,2022-10-05,1607000,3603,0.5,,11,,,0.0,0.0,0.0,0.0,0.0,0.0,1607000.0,,,,,,,,,39.1,,,,,,,,3214000.0,,,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,ACUTEC,0.0,237.284,,,,,,,,,,,
3,74561,2022-09-26,93,0.0,230.0,6,93,86,BG86,,6,1,1/2 35% PRO2,0.5,35,1.732,398.36,2022-09-14,2022-10-06,2022-10-06,3180000,3601,2.2,,12,,,0.0,0.0,0.0,0.0,0.0,0.0,3180000.0,,,,,,,,,14.9,,,,,,,,1445455.0,,,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,ACUI,0.0,398.36,,,,,,,,,,,
4,73139,2022-07-04,96,0.0,165.0,22,96,89,BG89,,22,1,Mix Ig1/4-1/2,0.5,35,1.64,270.59999999999997,2022-06-26,2022-07-22,2022-07-22,1634000,3579,0.15000001,,8,,,0.0,0.0,0.0,0.0,0.0,0.0,1634000.0,,,,,,,,,157.1,,,,,,,,10893333.0,,,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,PUNK SP,0.0,270.59999999999997,,,,,,,,,,,
5,73138,2022-07-04,95,0.0,134.0,22,95,88,BG88,,22,1,Mix Ig1/4-1/2,0.5,35,1.64,219.76,2022-06-28,2022-07-26,2022-07-26,1805000,3583,0.25,,6,,,0.0,0.0,0.0,0.0,0.0,0.0,1805000.0,,,,,,,,,76.6,,,,,,,,7220000.0,,,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,ACUTEC,0.0,219.76,,,,,,,,,,,
6,73141,2022-07-04,98,0.0,95.0,22,98,91,BG91,,22,1,Mix Ig1/4-1/2,0.5,35,1.64,155.79999999999998,2022-06-28,2022-07-25,2022-07-25,1045000,3585,0.5,,6,,,0.0,0.0,0.0,0.0,0.0,0.0,1045000.0,,,,,,,,,27.1,,,,,,,,2090000.0,,,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,ACUTEC,0.0,155.79999999999998,,,,,,,,,,,
7,78268,2023-05-22,98,0.0,23.0,6,98,91,BG91,,6,1,1/2 35% PRO2,0.5,35,1.732,39.836,2023-05-19,2023-06-06,2023-06-06,1300000,3671,0.5,,3,2023-06-05,85.0,0.0,0.0,0.0,0.0,0.0,0.0,1300000.0,1105000.0,0.0,0.0,,,,,,6.6,inf,,,,,,,2600000.0,,0.0,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,PUNK SP,0.0,39.836,,,,,,,,,,,
8,78267,2023-05-22,97,0.0,19.0,6,97,90,BG90,,6,1,1/2 35% PRO2,0.5,35,1.732,32.908,2023-05-19,2023-06-06,2023-06-06,1100000,3670,0.5,,3,2023-06-05,85.0,0.0,0.0,0.0,0.0,0.0,0.0,1100000.0,935000.0,0.0,0.0,,,,,,5.4,inf,,,,,,,2200000.0,,0.0,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,PUNK SP,0.0,32.908,,,,,,,,,,,
9,78265,2023-05-22,93,0.0,301.0,6,93,86,BG86,,6,1,1/2 35% PRO2,0.5,35,1.732,521.332,2023-05-16,2023-06-09,2023-06-09,4040000,3669,2.2,,6,2023-06-05,85.0,0.0,0.0,0.0,0.0,0.0,0.0,4040000.0,3434000.0,0.0,0.0,,,,,,19.5,inf,,,,,,,1836364.0,,0.0,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,SANL,0.0,521.332,,,,,,,,,,,
10,74562,2022-09-26,94,0.0,106.0,6,94,87,BG87,,6,1,1/2 35% PRO2,0.5,35,1.732,183.59199999999998,2022-09-15,2022-10-04,2022-10-04,1653000,3602,0.25,,11,,,0.0,0.0,0.0,0.0,0.0,0.0,1653000.0,,,,,,,,,60.6,,,,,,,,6612000.0,,,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,ACUTEC,0.0,183.59199999999998,,,,,,,,,,,
11,77135,2023-03-06,95,0.0,200.0,32,95,88,BG88,,32,1,1 IG1,1.0,35,1.6,320.0,2023-03-06,2023-03-23,2023-03-23,950000,3650,0.25,,0,2023-03-06,95.0,0.0,0.0,0.0,0.0,0.0,0.0,950000.0,902500.0,0.0,0.0,,,,,,114.3,inf,,,,,,,3800000.0,,0.0,AQUATROPICAL,VLL,L,Laboratorio,AQ,V,L,SP,0.0,320.0,,,,,,,,,,,
12,72879,2022-06-06,94,0.0,121.0,22,94,87,BG87,,22,1,Mix Ig1/4-1/2,0.5,35,1.64,198.44,2022-05-27,2022-06-13,2022-06-13,1653000,3571,0.25,7.0,10,,,0.0,0.0,0.0,0.0,0.0,0.0,1653000.0,,,,,,,327.0,,69.1,,,,,2022-05-30,0.0,0.0,6612000.0,,,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,PUNK SP,0.0,198.44,,,,,,,,,,,
13,72880,2022-06-06,96,0.0,153.0,22,96,89,BG89,,22,1,Mix Ig1/4-1/2,0.5,35,1.64,250.92,2022-05-27,2022-06-13,2022-06-13,1387000,3572,0.15000001,7.0,10,,,0.0,0.0,0.0,0.0,0.0,0.0,1387000.0,,,,,,,205.0,,145.7,,,,,2022-05-30,0.0,0.0,9246666.0,,,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,PUNK SP,0.0,250.92,,,,,,,,,,,
14,68784,2021-05-17,97,0.0,59.0,21,97,90,BG90,,21,1,Mix Ig1/6-1/4,0.05,35,1.64,96.75999999999999,2021-05-12,2021-06-05,2021-06-05,1190000,3445,0.5,,5,2021-05-31,85.0,0.0,0.0,0.0,0.0,0.0,0.0,1190000.0,1011500.0,0.0,0.0,,,,,,16.9,inf,,,,,,,2380000.0,,0.0,AQUATROPICAL,VLL,L,Laboratorio,AQ,V,L,AQ,0.0,96.75999999999999,,,,,,,,,,,
15,73136,2022-07-04,93,0.0,129.0,22,93,86,BG86,,22,1,Mix Ig1/4-1/2,0.5,35,1.64,211.55999999999997,2022-06-26,2022-07-25,2022-07-25,1615000,3582,2.2,,8,,,0.0,0.0,0.0,0.0,0.0,0.0,1615000.0,,,,,,,,,8.4,,,,,,,,734091.0,>160k,,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,PUNK SP,0.0,211.55999999999997,,,,,,,,,,,
16,72881,2022-06-06,98,0.0,170.0,1,98,91,BG91,,1,1,Estándar,1.2,35,1.21,205.7,2022-05-28,2022-06-14,2022-06-14,1615000,3573,0.5,7.0,9,,,0.0,0.0,0.0,0.0,0.0,0.0,1615000.0,,,,,,,215.0,,48.6,,,,,2022-05-30,0.0,0.0,3230000.0,,,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,PUNK SP,0.0,205.7,,,,,,,,,,,
17,72878,2022-06-06,93,0.0,272.0,22,93,86,BG86,,22,1,Mix Ig1/4-1/2,0.5,35,1.64,446.08,2022-05-28,2022-06-14,2022-06-14,3180000,3574,2.2,7.0,9,,,0.0,0.0,0.0,0.0,0.0,0.0,3180000.0,,,,,,,349.0,,17.7,,,,,2022-05-30,0.0,0.0,1445455.0,,,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,PUNK SP,0.0,446.08,,,,,,,,,,,
18,77136,2023-03-06,96,0.0,400.0,33,96,89,BG89,,33,1,SB RL,1.8,35,1.11,444.00000000000006,2023-03-06,2023-03-23,2023-03-23,1820000,3651,0.15000001,,0,2023-03-06,95.0,0.0,0.0,0.0,0.0,0.0,0.0,1820000.0,1729000.0,0.0,0.0,,,,,,381.0,inf,,,,,,,12133333.0,,0.0,AQUATROPICAL,VLL,L,Laboratorio,AQ,V,L,SP,0.0,444.00000000000006,,,,,,,,,,,
19,75420,2022-11-07,95,0.0,210.0,32,95,88,BG88,,32,1,1 IG1,1.0,35,1.6,336.0,2022-11-06,2022-11-23,2022-11-23,600000,3621,0.25,,1,,,0.0,0.0,0.0,0.0,0.0,0.0,600000.0,,,,,,,,,120.0,,,,,,,,2400000.0,,,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,ACUTEC,0.0,827.8879999999999,,,,,,,,,,,
20,69696,2021-08-23,95,0.0,32.0,29,95,88,BG88,,29,1,I1/2-T1.2,0.5,35,1.2,38.4,2021-08-22,2021-09-01,2021-09-01,704000,3478,0.25,,1,2021-08-30,90.0,0.0,0.0,0.0,0.0,0.0,0.0,704000.0,633600.0,0.0,0.0,,,,,,18.3,inf,,,,,,,2816000.0,,0.0,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,P&A,0.0,38.4,,,,,,,,,,,
21,68783,2021-05-17,96,0.0,57.0,21,96,89,BG89,,21,1,Mix Ig1/6-1/4,0.05,35,1.64,93.47999999999999,2021-05-12,2021-06-03,2021-06-03,1261500,3443,0.15000001,,5,2021-05-31,85.0,0.0,0.0,0.0,0.0,0.0,0.0,1261500.0,1072275.0,0.0,0.0,,,,,,54.3,inf,,,,,,,8409999.0,,0.0,AQUATROPICAL,VLL,L,Laboratorio,AQ,V,L,AQ,0.0,93.47999999999999,,,,,,,,,,,
22,68455,2021-04-19,96,0.0,142.0,21,96,89,BG89,,21,1,Mix Ig1/6-1/4,0.05,35,1.64,232.88,2021-04-13,2021-04-28,2021-04-28,1638000,3437,0.15000001,,6,,,0.0,0.0,0.0,0.0,0.0,0.0,1638000.0,,,,,,,,,135.2,,,,,,,,10919999.0,,,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,ACUTEC,0.0,232.88,,,,,,,,,,,
23,72776,2022-05-30,93,0.0,77.0,21,93,86,BG86,,21,1,Mix Ig1/6-1/4,0.05,35,1.64,126.27999999999999,2022-05-28,2022-06-14,2022-06-14,3180000,3574,2.2,,2,,,0.0,0.0,0.0,0.0,0.0,0.0,3180000.0,,,,,,,,,5.0,,,,,,,,1445455.0,,,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,PUNK SP,0.0,572.36,,,,,,,,,,,
24,72779,2022-05-30,98,0.0,45.0,21,98,91,BG91,,21,1,Mix Ig1/6-1/4,0.05,35,1.64,73.8,2022-05-28,2022-06-14,2022-06-14,1615000,3573,0.5,,2,,,0.0,0.0,0.0,0.0,0.0,0.0,1615000.0,,,,,,,,,12.9,,,,,,,,3230000.0,,,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,PUNK SP,0.0,279.5,,,,,,,,,,,
25,76497,2023-01-30,96,0.0,17.0,6,96,89,BG89,,6,1,1/2 35% PRO2,0.5,35,1.732,29.444,2023-01-29,2023-02-15,2023-02-15,1520000,3635,0.15000001,,1,,,0.0,0.0,0.0,0.0,0.0,0.0,1520000.0,,,,,,,,,16.2,,,,,,,,10133333.0,,,AQUATROPICAL,VLL,L,Laboratorio,AQ,V,L,GAR,0.0,29.444,,,,,,,,,,,
26,72777,2022-05-30,94,0.0,206.0,21,94,87,BG87,,21,1,Mix Ig1/6-1/4,0.05,35,1.64,337.84,2022-05-27,2022-06-13,2022-06-13,1653000,3571,0.25,,3,,,0.0,0.0,0.0,0.0,0.0,0.0,1653000.0,,,,,,,,,117.7,,,,,,,,6612000.0,,,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,PUNK SP,0.0,536.28,,,,,,,,,,,
27,74810,2022-10-10,96,0.0,82.0,5,96,89,BG89,,5,1,1/4 35%PRO2,0.4,35,1.732,142.024,2022-10-06,2022-10-23,2022-10-23,1634000,3611,0.15000001,,4,,,0.0,0.0,0.0,0.0,0.0,0.0,1634000.0,,,,,,,,,78.1,,,,,,,,10893333.0,,,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,ACUTEC,0.0,142.024,,,,,,,,,,,
28,69695,2021-08-23,94,0.0,30.0,29,94,87,BG87,,29,1,I1/2-T1.2,0.5,35,1.2,36.0,2021-08-22,2021-08-31,2021-08-31,601600,3477,0.25,,1,2021-08-30,90.0,0.0,0.0,0.0,0.0,0.0,0.0,601600.0,541440.0,0.0,0.0,,,,,,17.1,inf,,,,,,,2406400.0,,0.0,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,P&A,0.0,36.0,,,,,,,,,,,
29,73140,2022-07-04,97,0.0,53.0,22,97,90,BG90,,22,1,Mix Ig1/4-1/2,0.5,35,1.64,86.92,2022-07-01,2022-07-22,2022-07-22,1235000,3584,0.5,,3,,,0.0,0.0,0.0,0.0,0.0,0.0,1235000.0,,,,,,,,,15.1,,,,,,,,2470000.0,,,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,OPU,0.0,86.92,,,,,,,,,,,
30,73137,2022-07-04,94,0.0,113.0,22,94,87,BG87,,22,1,Mix Ig1/4-1/2,0.5,35,1.64,185.32,2022-06-26,2022-07-21,2022-07-21,1444000,3578,0.25,,8,,,0.0,0.0,0.0,0.0,0.0,0.0,1444000.0,,,,,,,,,64.6,,,,,,,,5776000.0,,,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,PUNK SP,0.0,185.32,,,,,,,,,,,
31,75621,2022-11-28,93,0.0,100.0,5,93,86,BG86,,5,1,1/4 35%PRO2,0.4,35,1.732,173.2,2022-11-25,2022-12-09,2022-12-09,2340000,3624,2.2,,3,2022-12-12,85.0,0.0,0.0,0.0,0.0,0.0,0.0,2340000.0,1989000.0,0.0,0.0,,,,,,6.5,inf,,,,,,,1063636.0,,0.0,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,PUNK SP,0.0,173.2,,,,,,,,,,,
32,74809,2022-10-10,95,0.0,95.0,5,95,88,BG88,,5,1,1/4 35%PRO2,0.4,35,1.732,164.54,2022-10-06,2022-10-23,2022-10-23,1805000,3610,0.25,,4,,,0.0,0.0,0.0,0.0,0.0,0.0,1805000.0,,,,,,,,,54.3,,,,,,,,7220000.0,,,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,ACUTEC,0.0,164.54,,,,,,,,,,,
33,70260,2021-10-25,95,0.0,28.0,21,95,88,BG88,,21,1,Mix Ig1/6-1/4,0.05,35,1.64,45.919999999999995,2021-10-23,2021-11-12,2021-11-12,1547000,3501,0.25,,2,,,0.0,0.0,0.0,0.0,0.0,0.0,1547000.0,,,,,,,,,16.0,,,,,,,,6188000.0,,,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,SP,0.0,45.919999999999995,,,,,,,,,,,
34,79242,2023-07-31,94,0.0,193.0,40,94,87,BG87,,40,1,1MM IG1,1.0,35,1.44,277.92,2023-07-19,2023-08-09,2023-08-09,645000,3690,0.25,,12,,,0.0,0.0,0.0,0.0,0.0,0.0,645000.0,,,,,,,,,110.3,,,,,,,,2580000.0,,,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,PUNK SP,0.0,277.92,,,,,,,,,,,
35,79241,2023-07-31,93,0.0,271.0,40,93,86,BG86,,40,1,1MM IG1,1.0,35,1.44,390.24,2023-07-19,2023-08-08,2023-08-08,1170000,3689,2.2,,12,,,0.0,0.0,0.0,0.0,0.0,0.0,1170000.0,,,,,,,,,17.6,,,,,,,,531818.0,>160k,,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,PUNK SP,0.0,390.24,,,,,,,,,,,
36,75622,2022-11-28,94,0.0,139.0,5,94,87,BG87,,5,1,1/4 35%PRO2,0.4,35,1.732,240.748,2022-11-24,2022-12-09,2022-12-09,1820000,3625,0.25,,4,,,0.0,0.0,0.0,0.0,0.0,0.0,1820000.0,,,,,,,,,79.4,,,,,,,,7280000.0,,,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,PUNK SP,0.0,240.748,,,,,,,,,,,
37,68782,2021-05-17,95,0.0,53.0,21,95,88,BG88,,21,1,Mix Ig1/6-1/4,0.05,35,1.64,86.92,2021-05-12,2021-06-04,2021-06-04,1095000,3444,0.25,,5,2021-05-24,95.0,0.0,0.0,0.0,0.0,0.0,0.0,1095000.0,1040250.0,0.0,0.0,,,,,,30.3,inf,,,,,,,4380000.0,,0.0,AQUATROPICAL,VLL,L,Laboratorio,AQ,V,L,AQ,0.0,86.92,,,,,,,,,,,
38,79229,2023-07-31,78,0.0,614.0,40,78,71,BG71,,40,1,1MM IG1,1.0,35,1.44,884.16,2023-07-18,2023-08-10,2023-08-10,2445000,3688,2.8,,13,,,0.0,0.0,0.0,0.0,0.0,0.0,2445000.0,,,,,,,,,31.3,,,,,,,,873214.0,>160k,,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,PUNK SP,0.0,884.16,,,,,,,,,,,
39,72778,2022-05-30,96,0.0,52.0,21,96,89,BG89,,21,1,Mix Ig1/6-1/4,0.05,35,1.64,85.28,2022-05-27,2022-06-13,2022-06-13,1387000,3572,0.15000001,,3,,,0.0,0.0,0.0,0.0,0.0,0.0,1387000.0,,,,,,,,,49.5,,,,,,,,9246666.0,,,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,PUNK SP,0.0,336.2,,,,,,,,,,,
40,68785,2021-05-17,98,0.0,57.0,21,98,91,BG91,,21,1,Mix Ig1/6-1/4,0.05,35,1.64,93.47999999999999,2021-05-12,2021-06-07,2021-06-07,1274000,3446,0.5,,5,2021-05-31,85.0,0.0,0.0,0.0,0.0,0.0,0.0,1274000.0,1082900.0,0.0,0.0,,,,,,16.3,inf,,,,,,,2548000.0,,0.0,AQUATROPICAL,VLL,L,Laboratorio,AQ,V,L,AQ,0.0,93.47999999999999,,,,,,,,,,,
41,70259,2021-10-25,93,0.0,28.0,21,93,86,BG86,,21,1,Mix Ig1/6-1/4,0.05,35,1.64,45.919999999999995,2021-10-23,2021-11-12,2021-11-12,1547000,3502,2.2,,2,,,0.0,0.0,0.0,0.0,0.0,0.0,1547000.0,,,,,,,,,1.8,,,,,,,,703182.0,>160k,,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,SP,0.0,45.919999999999995,,,,,,,,,,,
42,70434,2021-11-15,93,0.0,150.0,29,93,86,BG86,,29,1,I1/2-T1.2,0.5,35,1.2,180.0,2021-11-15,2021-12-03,2021-12-03,2041384,3508,2.2,,0,2021-11-15,95.0,0.0,0.0,0.0,0.0,0.0,0.0,2041384.0,1939315.0,0.0,0.0,,,,,,9.7,inf,,,,,,,927902.0,>160k,0.0,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,ACUTEC,0.0,180.0,,,,,,,,,,,
43,75927,2022-12-26,95,0.0,45.0,6,95,88,BG88,,6,1,1/2 35% PRO2,0.5,35,1.732,77.94,2022-12-24,2023-01-11,2023-01-11,1600000,3629,0.25,,2,2023-01-09,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1600000.0,1440000.0,0.0,0.0,,,,,,25.7,inf,,,,,,,6400000.0,,0.0,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,PUNK SP,0.0,77.94,,,,,,,,,,,
44,74333,2022-09-12,96,0.0,88.0,21,96,89,BG89,,21,1,Mix Ig1/6-1/4,0.05,35,1.64,144.32,2022-09-05,2022-09-22,2022-09-22,1387000,3599,0.15000001,,7,,,0.0,0.0,0.0,0.0,0.0,0.0,1387000.0,,,,,,,,,83.8,,,,,,,,9246666.0,,,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,AM,0.0,144.32,,,,,,,,,,,
45,74334,2022-09-12,98,0.0,145.0,21,98,91,BG91,,21,1,Mix Ig1/6-1/4,0.05,35,1.64,237.79999999999998,2022-09-05,2022-09-16,2022-09-16,1805000,3598,0.5,,7,,,0.0,0.0,0.0,0.0,0.0,0.0,1805000.0,,,,,,,,,41.4,,,,,,,,3610000.0,,,OPUMARSA,VLL,L,Laboratorio,OPU,V,L,OPU,0.0,237.79999999999998,,,,,,,,,,,
46,75926,2022-12-26,93,0.0,123.0,6,93,86,BG86,,6,1,1/2 35% PRO2,0.5,35,1.732,213.036,2022-12-23,2023-01-16,2023-01-16,3520000,3628,2.2,,3,2023-01-09,90.0,0.0,0.0,0.0,0.0,0.0,0.0,3520000.0,3168000.0,0.0,0.0,,,,,,8.0,inf,,,,,,,1600000.0,,0.0,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,PUNK SP,0.0,213.036,,,,,,,,,,,
47,75020,2022-10-24,94,0.0,132.0,6,94,87,BG87,,6,1,1/2 35% PRO2,0.5,35,1.732,228.624,2022-10-17,2022-11-05,2022-11-05,1800000,3609,0.25,,7,,,0.0,0.0,0.0,0.0,0.0,0.0,1800000.0,,,,,,,,,75.4,,,,,,,,7200000.0,,,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,CORQ,0.0,228.624,,,,,,,,,,,
48,69054,2021-06-07,92,0.0,75.0,15,92,85,BG85,,15,1,T1.2MM 35%,1.2,35,1.2,90.0,2021-06-07,2021-07-17,2021-07-17,764400,3453,9.1000004,,0,2021-06-07,95.0,0.0,0.0,0.0,0.0,0.0,0.0,764400.0,726180.0,0.0,0.0,,,,,,1.2,inf,,,,,,,84000.0,<130K,0.0,AQUATROPICAL,VLL,L,Laboratorio,AQ,V,L,AQ,0.0,90.0,,,,,,,,,,,
49,68581,2021-05-03,93,0.0,81.0,11,93,86,BG86,,11,1,1/6 35%,0.16,35,1.68,136.07999999999998,2021-04-30,2021-05-25,2021-05-25,1755000,3441,2.2,,3,,,0.0,0.0,0.0,0.0,0.0,0.0,1755000.0,,,,,,,,,5.3,,,,,,,,797727.0,>160k,,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,ACUTEC,0.0,136.07999999999998,,,,,,,,,,,
50,75023,2022-10-24,97,0.0,174.0,6,97,90,BG90,,6,1,1/2 35% PRO2,0.5,35,1.732,301.368,2022-10-17,2022-11-04,2022-11-04,1100000,3614,0.5,,7,,,0.0,0.0,0.0,0.0,0.0,0.0,1100000.0,,,,,,,,,49.7,,,,,,,,2200000.0,,,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,CORQ,0.0,301.368,,,,,,,,,,,
51,70671,2021-12-06,93,0.0,525.0,24,93,86,BG86,,24,1,IMi Ig1/4-1/2-T,0.5,35,1.4,735.0,2021-12-05,2021-12-26,2021-12-26,2908000,3514,2.2,,1,2021-12-20,87.0,0.0,0.0,0.0,0.0,0.0,0.0,2908000.0,2529960.0,0.0,0.0,,,,,,34.1,inf,,,,,,,1321818.0,,0.0,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,SP,0.0,735.0,,,,,,,,,,,
52,68582,2021-05-03,94,0.0,14.0,11,94,87,BG87,,11,1,1/6 35%,0.16,35,1.68,23.52,2021-04-30,2021-05-18,2021-05-18,448000,3442,0.25,,3,2021-05-17,70.0,0.0,0.0,0.0,0.0,0.0,0.0,448000.0,313600.0,0.0,0.0,,,,,,8.0,inf,,,,,,,1792000.0,,0.0,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,ACUTEC,0.0,23.52,,,,,,,,,,,
53,75519,2022-11-14,95,0.0,284.0,5,95,88,BG88,,5,1,1/4 35%PRO2,0.4,35,1.732,491.888,2022-11-06,2022-11-23,2022-11-23,600000,3621,0.25,7.0,8,,,0.0,0.0,0.0,0.0,0.0,0.0,600000.0,,,,,,,494.0,,162.3,,,,,2022-11-07,0.0,0.0,2400000.0,,,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,ACUTEC,0.0,491.888,,,,,,,,,,,
54,70673,2021-12-06,95,0.0,25.0,1,95,88,BG88,,1,1,Estándar,1.2,35,1.21,30.25,2021-12-04,2021-12-27,2021-12-27,1168000,3513,0.25,,2,2021-12-20,87.0,0.0,0.0,0.0,0.0,0.0,0.0,1168000.0,1016160.0,0.0,0.0,,,,,,14.3,inf,,,,,,,4672000.0,,0.0,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,PUNK SP,0.0,30.25,,,,,,,,,,,
55,75928,2022-12-26,96,0.0,45.0,6,96,89,BG89,,6,1,1/2 35% PRO2,0.5,35,1.732,77.94,2022-12-24,2023-01-17,2023-01-17,1460000,3623,0.15000001,,2,2023-01-09,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1460000.0,1314000.0,0.0,0.0,,,,,,42.9,inf,,,,,,,9733333.0,,0.0,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,PUNK SP,0.0,77.94,,,,,,,,,,,
56,70672,2021-12-06,94,0.0,22.0,24,94,87,BG87,,24,1,IMi Ig1/4-1/2-T,0.5,35,1.4,30.799999999999997,2021-12-04,2021-12-28,2021-12-28,1376000,3512,0.25,,2,2021-12-20,87.0,0.0,0.0,0.0,0.0,0.0,0.0,1376000.0,1197120.0,0.0,0.0,,,,,,12.6,inf,,,,,,,5504000.0,,0.0,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,PUNK SP,0.0,30.799999999999997,,,,,,,,,,,
57,76496,2023-01-30,95,0.0,16.0,6,95,88,BG88,,6,1,1/2 35% PRO2,0.5,35,1.732,27.712,2023-01-29,2023-02-14,2023-02-14,1720000,3634,0.25,,1,,,0.0,0.0,0.0,0.0,0.0,0.0,1720000.0,,,,,,,,,9.1,,,,,,,,6880000.0,,,AQUATROPICAL,VLL,L,Laboratorio,AQ,V,L,GAR,0.0,27.712,,,,,,,,,,,
58,69581,2021-08-16,80,0.0,150.0,8,80,73,BG73,,8,1,RL A 35%,1.8,35,1.01,151.5,2021-08-16,2021-11-06,2021-11-06,1051050,3476,9.1000004,,0,2021-08-16,95.0,0.0,0.0,0.0,0.0,0.0,0.0,1051050.0,998498.0,0.0,0.0,,,,,,2.4,inf,,,,,,,115500.0,<130K,0.0,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,ACUTEC,0.0,151.5,,,,,,,,,,,
